Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Defect),Inward issue link (Depend),Attachment,Attachment,Attachment,Custom field (1. Reason for Change),Custom field (2. Parties Impacted),Custom field (3. Work Instructions Affected),Custom field (4. Training Plan Required),Custom field (Acceptance Criteria),Custom field (Acceptance Test(s)),Custom field (Additional Guidance),Custom field (Affected services),Custom field (Approvals),Custom field (Attachment count),Custom field (Begin Date),Custom field (Bug Description (with template)),Custom field (Bugs of Epic count),Custom field (Bugs of Epic in Done status category count),Custom field (Bugs of Epic in In Progress status category count),Custom field (Bugs of Epic in To Do status category count),Custom field (CVSS),Custom field (CWE),Custom field (Category),Custom field (Category - Root Cause),Custom field (Change Type),Custom field (Checklist Completed),Custom field (Checklist Content YAML),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text),Custom field (Checklist Text (view-only)),Custom field (Children of Epic count),Custom field (Children of Epic in Done status category count),Custom field (Children of Epic in In Progress status category count),Custom field (Children of Epic in To Do status category count),Custom field (Cloud Platform),Custom field (Cloud Project),Custom field (Comment count),Custom field (Date Implemented),Custom field (Definition of Done),Custom field (Definition of Done),Custom field (Description (with template)),Custom field (Development),Custom field (DoD),Custom field (Domain),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (External issue ID),Custom field (Goals),Custom field (Inherent impact),Custom field (Inherent probability),Custom field (Inherent risk),Custom field (Issue color),Custom field (Issue link count),Custom field (Link),Custom field (Link to Aha),Custom field (Locked forms),Custom field (Neurio Project),Custom field (Neurio Team),Custom field (Observed Result),Custom field (Open forms),Custom field (PWRfleet Bug Template),Custom field (Parent Link),Custom field (Persona),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Remaining Story Points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Repository URL),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Residual impact),Custom field (Residual probability),Custom field (Residual risk),Custom field (Responders),Custom field (Revision),Custom field (Risk updated),Custom field (Risk updated by),Satisfaction rating,Custom field (Satisfaction date),Custom field (Security Vulnerability Type),Custom field (Sentiment),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Steps To Reproduce),Custom field (Stories of Epic count),Custom field (Stories of Epic in Done status category count),Custom field (Stories of Epic in In Progress status category count),Custom field (Stories of Epic in To Do status category count),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Subtask count),Custom field (Subtype),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Triaged),Custom field (Tshirt Size),Custom field (Updated by users count),Custom field (User Story),Custom field (Vulnerability),Custom field (WizID),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
Integrate UDS routines with parameters into LV task,CTET-4989,82096,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,04/Sep/24 4:16 PM,12/Sep/24 1:21 PM,18/Sep/24 8:40 AM,12/Sep/24 1:21 PM,,0,,,,Ardalan Abolfazli,,,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4af1e661,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,0.0,,,,,,,,,,,,,2|i0792k:,,,,,,,,,,,,,,,,,,,,,CTET 91124,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_680691833_*|*_10001_*:*_1_*:*_0,,,,,78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,12/Sep/24 1:21 PM
Schedule Design Review,CTET-4985,82092,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,04/Sep/24 2:28 PM,13/Sep/24 11:04 AM,18/Sep/24 8:40 AM,13/Sep/24 11:04 AM,,0,,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6db68459,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4711,ALC FCT for NPI 2 - Develop Mechanical Fixture,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07e2f:,,,,,,,,,,,,,,,,,,,,,CTET 91124,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_61671035_*|*_10000_*:*_1_*:*_703670675_*|*_10001_*:*_1_*:*_0,,,,,81561,ALC FCT for NPI 2 - Develop Mechanical Fixture,Done,13/Sep/24 11:04 AM
Write Portable Gen Integration Script,CTET-4978,82064,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,04/Sep/24 7:33 AM,17/Sep/24 1:41 PM,18/Sep/24 8:40 AM,,,0,,,,Tanner Whipps,,,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@176990d4,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07e0w:f,,,,,5.0,,,,,,,,,,,,,,,,CTET 90424,System Val - CTET - 91824,,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,In Progress,17/Sep/24 8:41 AM
"Increase reliability of serial number, firwmare version, and mac address parser",CTET-4943,81972,Task,On Hold,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,29/Aug/24 8:48 AM,18/Sep/24 8:40 AM,18/Sep/24 8:40 AM,,,0,,[https://pkg.go.dev/go.bug.st/serial#Port|https://pkg.go.dev/go.bug.st/serial#Port|smart-link] ,,Erich Beyer,,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2b4b0769,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,2.0,,,,,{},,,,,CTET-2994,24-Q2-KR1.1: Update Flash Station Firmware,,,,,,,,,,0.0,,,,,,,,,,,,,2|i0798y:i,,,,,,,,,,,,,,,,,,,,,CTET 82824,CTET 90424,CTET 91124,CTET 91824,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,3.0,,,,,,,"03/Sep/24 4:14 PM;712020:b063ae4d-b604-4c62-856d-f0138b203869;First attempt at this failed. The bufio wrapper of the serial port is preventing us from detecting that the serial port is waiting at a prompt. This will be necessary for this robustified code. Either I need to implement my own buffer, extend the bufio module, or switch to a buffered serial port module like this one: [https://pkg.go.dev/go.bug.st/serial#Port|https://pkg.go.dev/go.bug.st/serial#Port|smart-link] ","17/Sep/24 10:34 AM;712020:b063ae4d-b604-4c62-856d-f0138b203869;This should be done, to aid with debugging, but is not necessary. The test works as is without this fix, but the serialize step depends on being run after provision. ",,,78295,24-Q2-KR1.1: Update Flash Station Firmware,In Progress,03/Sep/24 10:29 AM
Document virtual environment multiple locations,CTET-4942,81971,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,29/Aug/24 8:47 AM,12/Sep/24 4:11 PM,18/Sep/24 8:40 AM,12/Sep/24 4:11 PM,,0,,,,Erich Beyer,,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@171c1b49,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2994,24-Q2-KR1.1: Update Flash Station Firmware,,,,,,,,,,0.0,,,,,,,,,,,,,2|i0798y:9,,,,,,,,,,,,,,,,,,,,,CTET 82824,CTET 90424,CTET 91124,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,3.0,,,,,,10000_*:*_1_*:*_1236214930_*|*_10001_*:*_1_*:*_0,,,,,78295,24-Q2-KR1.1: Update Flash Station Firmware,Done,12/Sep/24 4:11 PM
support production in reno,CTET-4941,81970,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,29/Aug/24 8:47 AM,18/Sep/24 8:40 AM,18/Sep/24 8:40 AM,,,0,,,,Erich Beyer,,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@223c9242,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2998,24-Q2-KR2.2: SDS Production Code Merged to Main,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07b3t:,,,,,,,,,,,,,,,,,,,,,CTET 82824,CTET 90424,CTET 91124,CTET 91824,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,3.0,,,,,,,,,,,78299,24-Q2-KR2.2: SDS Production Code Merged to Main,In Progress,17/Sep/24 10:29 AM
Validate new firmware on eol tester,CTET-4940,81969,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,29/Aug/24 8:47 AM,18/Sep/24 8:40 AM,18/Sep/24 8:40 AM,,,0,,,,Erich Beyer,,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3bc4a197,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2998,24-Q2-KR2.2: SDS Production Code Merged to Main,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07b3l:,,,,,,,,,,,,,,,,,,,,,CTET 82824,CTET 90424,CTET 91124,CTET 91824,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,3.0,,,,,,,,,,,78299,24-Q2-KR2.2: SDS Production Code Merged to Main,To Do,29/Aug/24 8:47 AM
Build new binary for Voltron and run tests with the UI,CTET-4927,81948,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Major,Done,Seun Osiyemi,60957172a56f2f006f65f1e9,Seun Osiyemi,60957172a56f2f006f65f1e9,Seun Osiyemi,60957172a56f2f006f65f1e9,28/Aug/24 12:19 PM,17/Sep/24 8:59 AM,18/Sep/24 8:40 AM,16/Sep/24 6:25 AM,,0,,"Useful links:

[Software Test Framework Tutorial - Factory Software - Confluence (atlassian.net)|https://generacet.atlassian.net/wiki/spaces/FS/pages/443613664/Software+Test+Framework+Tutorial]

[Running tasks from the UI - Factory Software - Confluence (atlassian.net)|https://generacet.atlassian.net/wiki/spaces/FS/pages/447152231/Running+tasks+from+the+UI]

[View Logs on Grafana Loki - Factory Software - Confluence (atlassian.net)|https://generacet.atlassian.net/wiki/spaces/FS/pages/486801661/View+Logs+on+Grafana+Loki]",,Seun Osiyemi,,,60957172a56f2f006f65f1e9,,,,,,,,,,,,,,,13/Sep/24 11:33 AM;ug:1c3446f8-5c04-41e3-a2c2-45a9d5c98ced;image-20240913-183028.png;https://neurio.atlassian.net/rest/api/3/attachment/content/51744,13/Sep/24 11:33 AM;ug:1c3446f8-5c04-41e3-a2c2-45a9d5c98ced;image-20240913-183218.png;https://neurio.atlassian.net/rest/api/3/attachment/content/51745,13/Sep/24 11:34 AM;ug:1c3446f8-5c04-41e3-a2c2-45a9d5c98ced;image-20240913-183315.png;https://neurio.atlassian.net/rest/api/3/attachment/content/51746,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@446a318d,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,2.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c85:,,,,,,,,,,,,,,,,,,,,,CTET 82824,CTET 90424,CTET 91124,,,,,,,,,,,,,,8.0,,,0.0,,,,,,,,,,3.0,,,,,,10547_*:*_3_*:*_324301958_*|*_3_*:*_2_*:*_664374203_*|*_10000_*:*_4_*:*_631725921_*|*_10001_*:*_1_*:*_0,"13/Sep/24 11:08 AM;60957172a56f2f006f65f1e9;While following the procedure to run some voltron tasks, I got stuck at step 4:

!image-20240913-183028.png|width=782,height=165,alt=""image-20240913-183028.png""!

I tried 2 different commands. See them in the terminal below:

!image-20240913-183315.png|width=878,height=96,alt=""image-20240913-183315.png""!

However, I am getting an error that the directory does not exist.

!image-20240913-183218.png|width=1141,height=341,alt=""image-20240913-183218.png""!


 I’m currently getting assistance from Shubhada to resolve this.","16/Sep/24 6:39 AM;60957172a56f2f006f65f1e9;[~accountid:5e6aa6b89abcc30ce60ca4ef]  [~accountid:712020:6db8ec7c-44cf-4e10-b192-736802f9538b] To build a new binary every time; let’s say after making changes to a script for example. In the vscode terminal, issue the following commands (see steps 1-3 of this [page|https://generacet.atlassian.net/wiki/spaces/FS/pages/447152231/Running+tasks+from+the+UI] for more details) to run tests with the UI: 

{noformat}cd cmd 
go build -o voltronplugin main.go
sudo cp ~/Documents/GitHub/voltron/cmd/voltronplugin /usr/local/lib/factorysoftware/plugin/
{noformat}

Then go to [http://localhost:3000/|http://localhost:3000/] on Firefox to access the UI.",,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,16/Sep/24 6:25 AM
Automate LV testing,CTET-4892,81871,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,27/Aug/24 9:03 AM,12/Sep/24 1:37 PM,18/Sep/24 8:40 AM,12/Sep/24 1:37 PM,,0,,,,Ardalan Abolfazli,,,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5d5acab4,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,0.0,,,,,,,,,,,,,2|i0792m:i,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 82824,CTET 91124,,,,,,,,,,,,,,12.0,,,0.0,,,,,,,,,,3.0,,,,,,10547_*:*_1_*:*_154960541_*|*_3_*:*_1_*:*_1155555149_*|*_10000_*:*_1_*:*_88304291_*|*_10001_*:*_1_*:*_0,"09/Sep/24 9:53 AM;712020:b7d2759e-9227-4dae-baf9-74d9295238d5;As of 09/09 morning, all code is written and most is tested. Still waiting for factory software to create functionality for UDS routines with parameters (needed to set duty cycles). Also switching from using Chroma gird sim as load to 2 ohm resistors. Waiting for Scott to add hardware to tester.",,,,78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,12/Sep/24 1:37 PM
Arrowhead quote - follow up,CTET-4782,81687,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,22/Aug/24 4:33 PM,17/Sep/24 4:11 PM,18/Sep/24 8:40 AM,17/Sep/24 4:11 PM,,0,,,,Soham Dange,,,712020:2b67478a-d210-4a0a-bf27-2e926436841b,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@55eca97a,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4459,Review quotes [ICT],,,,,,,,,,0.0,,,,,,,,,,,,,2|i079k1:,,,,,,,,,,,,,,,,,,,,,CTET 91124,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_534910960_*|*_10000_*:*_1_*:*_1710190514_*|*_10001_*:*_1_*:*_0,,,,,81106,Review quotes [ICT],Done,17/Sep/24 4:11 PM
Youngen quote - follow up,CTET-4781,81686,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,22/Aug/24 4:29 PM,17/Sep/24 4:11 PM,18/Sep/24 8:40 AM,17/Sep/24 4:11 PM,,0,,,,Soham Dange,,,712020:2b67478a-d210-4a0a-bf27-2e926436841b,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@21532926,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4459,Review quotes [ICT],,,,,,,,,,0.0,,,,,,,,,,,,,2|i079jt:,,,,,,,,,,,,,,,,,,,,,CTET 91124,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,10547_*:*_1_*:*_109497310_*|*_3_*:*_1_*:*_425403782_*|*_10000_*:*_1_*:*_1710382570_*|*_10001_*:*_1_*:*_0,,,,,81106,Review quotes [ICT],Done,17/Sep/24 4:11 PM
Innorev quote,CTET-4780,81685,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,22/Aug/24 4:29 PM,16/Sep/24 9:46 AM,12/Sep/24 11:20 AM,16/Sep/24 9:46 AM,,0,,,,Soham Dange,,,712020:2b67478a-d210-4a0a-bf27-2e926436841b,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@430eba07,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4459,Review quotes [ICT],,,,,,,,,,0.0,,,,,,,,,,,,,2|i079jl:,,,,,,,,,,,,,,,,,,,,,CTET 91124,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_425402586_*|*_10000_*:*_1_*:*_1710389132_*|*_10001_*:*_1_*:*_0,,,,,81106,Review quotes [ICT],Done,16/Sep/24 9:46 AM
automate current reading test,CTET-4753,81642,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,22/Aug/24 10:08 AM,18/Sep/24 8:40 AM,18/Sep/24 8:40 AM,,,0,,,,Erich Beyer,,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@28b07e79,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5283,BIC/BIP for NPI 1B - Test Optimization and Improvement,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07993:i,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 82824,CTET 90424,CTET 91124,CTET 91824,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,3.0,,,,,,,,,,,82521,BIC/BIP for NPI 1B - Test Optimization and Improvement,To Do,22/Aug/24 10:08 AM
automate rs485 communication test,CTET-4751,81640,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,22/Aug/24 10:07 AM,18/Sep/24 8:40 AM,18/Sep/24 8:40 AM,,,0,,,,Erich Beyer,,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@54755014,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5283,BIC/BIP for NPI 1B - Test Optimization and Improvement,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07994:,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 82824,CTET 90424,CTET 91124,CTET 91824,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,3.0,,,,,,,,,,,82521,BIC/BIP for NPI 1B - Test Optimization and Improvement,To Do,22/Aug/24 10:07 AM
automate power supply operation and regulation,CTET-4750,81639,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,22/Aug/24 10:07 AM,18/Sep/24 8:40 AM,18/Sep/24 8:40 AM,,,0,,,,Erich Beyer,,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@73a01302,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5283,BIC/BIP for NPI 1B - Test Optimization and Improvement,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07993:,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 82824,CTET 90424,CTET 91124,CTET 91824,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,3.0,,,,,,,,,,,82521,BIC/BIP for NPI 1B - Test Optimization and Improvement,To Do,22/Aug/24 10:07 AM
automate thermistor test,CTET-4749,81638,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,22/Aug/24 10:06 AM,18/Sep/24 8:40 AM,18/Sep/24 8:40 AM,,,0,,,,Erich Beyer,,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@f4a8037,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5283,BIC/BIP for NPI 1B - Test Optimization and Improvement,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07990:,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 82824,CTET 90424,CTET 91124,CTET 91824,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,3.0,,,,,,,,,,,82521,BIC/BIP for NPI 1B - Test Optimization and Improvement,To Do,22/Aug/24 10:06 AM
